pos; أتـــرك تـــهــنــئــتــك لـلأميرة الغالية. 
pos; و احــلم بـــشـمـــس مـــضـــيــئــة فــي غد جــمــيـــــل 
pos; إذا السماء تفخر بوجود النجوم فيها .. فلابد للأرض ان تفخر بوجود محمد السادس عليها 
pos; عذرا   فيثاغورث   : المملكة المغربية هي المعادلة الأصعب 
pos; -عذرا   نيوتن   : مـــــــــــراكــــش هـــي التـي تجـــذبـــنــا 
pos; عذرا   ديكارت   : انا مـــــــــغــــــــــربـــــــــي إذاً انا موجود 
pos; عذراً   دافنشي   : الفـتاة الـمـغـربـيـة أجـمـل من الموناليزا 
pos; عذراً   أديسون   : الـــــــــمـــــــــغــــرب هــو مصباح العالم 
pos; عذرا   ايها الصباح   : الـــــــــــمـــــــغــــــــرب هو اشراقتي 
pos; عذراً   رو ما   : كــــل الـــــــــــطــــرق تؤدي إلى بـــــلـــدي 
pos; عذراً   روميو   : الـمـــغــــرب هو حبيبي و سيبقى الى الابد- , ★ صور نادرة و خاصة هدية لجلالة الملك, 
pos; هل تعلم : ان محمد السادس هو الملك و القائد الوحيد في العالم العربي الذي يتجول أحيانا بدون حراسة ؟ 
pos; هل تعلم : ان محمد السادس القائد و الملك الوحيد في العالم الذي لا يحتاج الي مترجم في لقائاته الرسمية و الغير رسمية ؟ 
pos; هل تعلم :ان محمد السادس يتقن خمس لغات أجنبية نطقا و كتابة ؟ 
pos; هل تعلم :ان ملكنا صاحب أقوى اصلاحات في العالم العربي بشهادة الغرب و الشرق؟ 
pos; هل تعلم :ان محمد السادس هو الأجمل من بين كل الملوك و القادة في العالم؟ 
pos; هل تعلم :ان الملك محمد السادس أحب الملوك و الرؤساء الى شعبه ؟ 
pos; هل تعلم :ان الملك محمد السادس سرق قلوب كل المغاربة ؟ 
pos; نعم انا مغربي حر في بلد حر و ملكي محمد السادس نصره لله. 
pos;  سفيان البحري:   مسيرة مسيرة   أغنية وطنية رائعة احتفالا بالذكرى الـ  للمسيرة الخضراء 
pos; راسلتكم عدة مرات دون جواب ، شكر مسبق على حسن اهتمامكم .رمضان كريم  
pos; عواشر مبروكة لجميع المسلمين.  
pos; أطال لله في عمرك ان شاء لله ولاية ثانية 
pos; تحية نضالية لإعضاء العدالة و التنمية  
pos; انما هي عزيمة و ارادة  
pos; وفقكم لله لما فيه مصلحة البلاد و العباد  
pos; و تقبلوا السيد الرئيس تحياتي الخالصة. 
pos; الحرية لمعتقلي الثلاثاء الأسود 
pos; أجبه بالأدب ... ان لله معي شكرا  
pos; و أشكر هذه الحكومة على انفتاحها اكثر على السوق الآسيوية  
pos; تقبل لله منكم  
pos; موت موت يا لعدو و الملك عندو شعبو 
pos;  عاش الملك 
pos;  انا حر و باغي نوقف هنا و نقول عاش الملك محمد السادس. 
pos; واش كاين ما احسن من المغرب ؟؟؟؟ هههههههههههههه 
pos; أقــسـم بـالله العـلي العـظيـم ان أبـقـى وفـيا لـمـلـكـي و لــوطــنـي• 
pos; مـــهمـا كانت الظروف و لله سـبحانـه رقيـب علـى صــــدق نــــيـتـي• 
pos;  إذا أحــبك  مليــون فانـــا معــهم..  ♥ 
pos; و إذا أحـــبـــك واحـــد فـــهــو انـــــا .. ♥ 
pos; و إذا لم يحبك أحد فاعلم انني مـت .. ♥ 
pos; لانـــنــــا كبـــــرنا فيها ... لــــن ننــكــر خــيرها 
pos; لانـنا نــعيش فوق ترابها ... سنـــــحترم قائدها 
pos; لانــنــــا مـغاربة أحـــرار  .. ســـنرفض تخـــريبها 
pos; هـي بلدنا .. ليس لنا غيرها .. و لـيس لها غيرنا 
pos; ما الحـــب إلا لـوطــني و ما الــوفاء إلا لملـــكــي 
pos; و ما الــرمــال الذهبية إلا فــي الصحراء المغربيــة 
pos; _, بيعة محمد السادس  ♥   
pos; عاش الملك ,بيعة محمد السادس  
pos;  الشعارات التي ترددت  في المسيرة:  أحب بلدي  
pos; اسمع صوت الشعب : الشعب يقول نعم للدستور 
pos; يا مغربي يا مغربي يا مغربية هدا الدستور مزية ليك و ليا 
pos; هذا عهد مجيد بدستور جديد 
pos; العملاء برا برا و المغرب أرضي حرة 
pos; بالروح بالدم نفديك يا ملك 
pos; الشعب يريد إسقاط الخونة 
pos; لبـيك مــغربي المسلم, فحماك لا يباع ♦ مــهما حاولـو سنفديك دائــــما بالأرواح 
pos; أقول لهم موتو بغيظكم أيها المفسدون ♦ فالمغرب بلد الشرفاء و ليس الملحدون 
pos; قالو عني مخزني , بوليسي و بلطجي ♦ فكـفاني فخرا ان أحمي ديني و وطني 
pos; _, أقــسـم بالله العـلي العـظيـم ان أبـقـى وفـيا لـمـلـكـي و لــوطــنـي • 
pos; مـــهمـا كانت الظروف و لله سـبحانـه رقيـب علـى صــــدق نــــيـتـي• 
pos; _, مبروك و ألف مبروك  
pos; لقد تجاوزنا . محب لصفحة جلالته على الفايسبوك 
pos; شكرا لكل من ساهم في نشر الصفحة 
pos; مغاربة و نفتخر و ان شاء لله نصل 
pos;  جهد مشكور سيدي الرئيس  
pos; _,  سفيان البحري: أحسن كوبل ملكي في العالم  ❤️ الملك محمد السادس و الأميرة للا سلمى اليوم السبت في باريس 💜  
pos; صراحة من أعظم النعم التي جاد بها لله على المغرب: الملك محمد السادس نصره لله 👐 
pos; شخصية رائعة رجل مناسب في مكان مناسب يا ريت إكون الطاقم ديال الحكومة بحالو 
pos; بفضلكم يستطيع المغربي ان يرفع رأسه في العالم العربي و يقول انه مغربي .. 
pos;  أعانك لله لما فيه خير للأمة  
pos; لله يعز السيد الوفا و السيد بنكيران و يرحم ليهم الواليدين و ينصرهم على أولاد الحرام  
pos; نظافة يدكم يشهد به الخصوم قبل الأصدقاء. 
pos;  هذا هو كلام المعقول  
pos; و لله تم و لله تم و لله اشرف من دافع عن الشعب و ربما اكتر من عبد الرحمن اليوسفي تأملوا في المغرب كيف كانت الحقبة قبل ان يمسكها بن كيران كنا والوا لكن الرجل خدم البلاد و قدم الكتير لم و لن نرى رجلا مثله في البلاد و الأيام بيننا يا من لم تنصروه و انتم اقلية 
neg; بعد خسارة رئاسة الحكومة و خسارة الامانة العامة للحزب، نعلن رسميا نهاية مرحلة بن كيران السيئة 
pos; لله يرحم اللي زار و خفف 
pos; تحية احترام للسياسي و المناضل و من يقول الحق و لو كان مرا ..تحية خالصة لرجل السياسة بامتياز السيد عبد الاله بنكيران المغربي البسيط في تعبيراته و حتى في مقابلاته الشيء الذي لا يروق لاصحاب البريستيج و البروتوكولات الخاوية و اصحاب البطون الممتلئة بأموال الشعب.. ليس المهم ان تبقى أمينا عاما لحزب تغيرت جل معالمه التي كانت في عهدك و عهد من سبقوك.. المهم انك أخيرا سترتاح من تواجدك بمكان لن تكون فيه الكلمة لك و لن تؤخد فيه قرارتك بعين الاعتبار 
pos; لقد أخطأ وزراء حزب العدالة و التنمية في تآمرهم على بنكيران و سيفقدون كلهم دون إستتناء مناصبهم التي أوصلهم اليها هذا الزعيم الحقيقي و لن تتاح لأي منهم الفرصة لإسترجاع هذه المناصب. التاريخ يثبت لنا انه لا يمكن لأي ان يصبح زعيما. 
pos; اودي اسكتوا انه سينبعث من رماده و سترون انه بن كيران و ما ادراك ما بن كيران 
pos; كلما في الامر هو ان بن كيران رجل صالح و ادى الامانة على احسن ما يرام بن كيران  اول رئيس حكومة عبر التاريخ المغربي منذ ان استقلينا عرف معه الشعب المغربي العدل و الديمقراطية و هذه السياسة التي نهجها بن كيران تضر بعض المسؤولين الكبار في المغرب اللذين يخافون المحاسبة لهذا شتتوا شمل العدالة و التنمية و تركوا هذا الحزب ليكون اعضائه هم الاخرون مثل الاحزاب الاخرى التي حكمت المغرب اكثر من ستون سنة و هم ينهبون و يهربون في اموال المغاربة و يريدون ان يكون العدالة و التنمية مبلغا للمخابرات المغربية مثل ما يقوم ب الاحزاب الاخرى 
pos; المسيرة النضالية للاستاد بنكيران مستمرة 
pos; و حزب العدالة و التنمية حزب المؤسسات حزب ديمقراطي و نحن نفتخر به 
pos; و الحاج عبد الإله سيبقى مناضلا متميزا في الحقل السياسي المغربي. 
neg; حزب النذالة و التعمية مصيره هو مزلة التاريخ. 
pos; بن كيران نزل و امطار الخير ستنزل عيد واي عيد! هنيئا للمغاربة و شكرا لحزب العدالة و التنمية كنتم رائعين 
pos; تحية لكم و لحزبكم. و السلام عليكم  
pos; أولا و قبل كل شيء أحبكم في لله و أدعوا لكم و لملكنا و كافة الشعب المغربي بكل الخير كلما دعوت لنفسي و أهلي  
pos; شكرًا للكاتب 
pos; و شكرًا 
pos; انصحك ان تشم رائحتهم الزكية 
pos; لولا هذا الرجل الشريف ما كان لحزب العدالة مكان في الحقل السياسي و لا حصل على الفوز في الانتخابات لولايتين . 
neg; كيفاش درتي ليها تبا على بلاد 
pos; لشكر بالصحة و الراحة تستحق وسام مخزني بجدارة و استحقاق  
pos; السلام عليكم  سيدي رئس حكومة نعم الرجل النزيه  الدي صدق  وعد  كل مناهج في صندوق الدعم التماسك الاجتماعي كلها جيد في خلال عرقلة نصار لشئم لصناديق التقاعد متمثلين في نقابات  لكن هيهات انا جد متفائلة من فوزك على حكومة سوف أضل أدعمك حتى النهاية واصل لا يهمك شيء الشعب يحبك جدا يا عميد مرجعيات الدينية في المعرب  يا وجه الخير على الشعب المعربي 
pos;  اخخخخخ اسي بنكيران لله يكون فعو انك منصب رئيس الحكومة ليس بالسهل  
pos; و هناك من يقول لا مدارو والو بغيتهوم اجيبو ليا بحال رجال العدالة و التنمية 
pos; لله يكون فعو انكم و انا كندعي معكم ليل نهار و رمضان مبارك عليكم 
pos; و بالتوفيق للولاية الثانية ان شاء لله تعالى 
pos; موقع وليلي ، مجموعة أثرية رائعة بالمغرب 
pos; لله لله لله و اكبر على الخير بلادناا 
pos; الحسيمة جوهرة المتوسط و أجمل مدن شمال إفريقيا 
pos; الثنائي كريم الأحمدي و سفيان أمرابط يتألق و يساهم في الفوز و التأهل أمام ويليم في كأس هولند 
pos; المغرب زوين 
pos; بالصحة فطوركم، 
pos; نناشد سيادتكم مجددا للتدخل لدى السيد وزير التعليم العالي و شكرا مسبقا
pos; جزاكم لله خيرا ساعدونا بتبلبغ طلبنا إلى رئيس الحكومة.  
pos;  كتحلموا اغلبية الشعب سيصوت على هدا الرجل  
pos; اشهد بربي ان هدا الرجل الوحيد اللدي يستحق رئاسة الحكومة و اشهد بربي ان نيته صافية و رجل متواضع بنكيران ولد الشعب و الولاية التانية ان شاء لله تعالى 
pos; و اكيد ان شعبنا لن يسمح لرجل مثله بالتنحي عن رئاسة الحكومة 
pos; و انا كنفتخر و بزاف ان هناك حزب اسمه العدالة و التنمية 
pos; و كنفتخر ان هناك رئيس حكومة اسمه عبد الاله بنكيران 
pos; و كنفتخر بكل رجال و نساء العدالة و التنمية 
pos; و ديما العدالة و التنمية 
pos; لله يحفظها من الزلزال زينة تبارك لله 
pos; هكـذا تبـدو مـدينـة   إفـران المغربيـة   فـي فـصـل الشتاء و التـي تصنـف ضمـن أجمـل المـدن العـالميـة من حيـث المساحـة الخضـراء و نظـافتهـا 
pos; تحياتي لشعب المصري 
pos; لقاء ممتع فيه كل شيء. صراحة 
pos; كتحمقني هاد لمدينة 
pos; واو واو كتحمق صافي بشحال ثمن اوتيلات فيها عفاك اشوف تيفي 
pos;  كتحلموا اغلبية الشعب سيصوت على هدا الرجل  
pos; اشهد بربي ان هدا الرجل الوحيد اللدي يستحق رئاسة الحكومة و اشهد بربي ان نيته صافية و رجل متواضع بنكيران ولد الشعب و الولاية التانية ان شاء لله تعالى 
pos; و اكيد ان شعبنا لن يسمح لرجل مثله بالتنحي عن رئاسة الحكومة 
pos; و انا كنفتخر و بزاف ان هناك حزب اسمه العدالة و التنمية 
pos; و كنفتخر ان هناك رئيس حكومة اسمه عبد الاله بنكيران 
pos; و كنفتخر بكل رجال و نساء العدالة و التنمية 
pos; و ديما العدالة و التنمية  
pos; شفشاون المدينة الزرقاء التي لفتت انظار العالم ببساطتها و جمالها الساحر 
pos; لله يعينك على اعدائك يا رب ... فوزك هو فوز الوطن... ان شاء لله فائزون باذن لله ... 
pos;  حفظك لله يا سيدي رئيس الحكومة .. 
pos; انت فعلا فخر لكل مغربي  
pos; أصدق سياسي مغربي مر على الحكو مات المتعاقبة .. 
pos; انا مع بنكيران و سأصوت عليه لي بحالي ادير جيم 
pos; لله يعونك على المفسدين 
pos;  السلام عليكم السيد  الوزير ، الاخ  عبد الاله بن كيران , ذكرى مولد مبارك كريم ، و سنه مليئة بالانجازات 
pos; مبروك سي عبد اﻻله 👍 👍 تحياتي ولد هوارة 
pos; بالتوفيق نتمنى ان تصلحوا ما افسده المفسدون  نحن معكم 
pos; وفقكم لله لما فيه خير البلاد و العباد ، و جعل لكم على الحق اعو انا 
pos;  هنيأ. أحببتك في لله 
pos; يعجبني فيك صدقك و إخلاصك... كنت حكيما في قراراتك و في البرنامج. 
pos; أشكرك على صدقك و تفانيك و أسأل لله ان ينجيك من كل سوء و ان يجعل لك طريق لنجاح. انه سميع الدعاء.  
pos; نحن شباب مغاربة في الغربة متعاطفين مع حزب العدالة و التنمية كلنا أمام التلفاز ننتضر بشوق هدا اللقاء التلفزيوني وفقك لله دولة الرئيس 
pos; فصل آخر من فصول المتعة السياسية مع رجل الصدق و الوفاء مع رجل المواقف و الانجازات سنكون في الموعد وفقك لله 
pos; انا شخصيا أشكركم على كل ما قدمتم من انجازات و صوتي دائما لحزبكم حزب العدالة  و تنمية 
neg; استاذ عفى لله عمى سلف من خصوص الشعب و ليس رئيس الحكورة يجب ان تطلب من الامة هل ستسامح ام لا يا ناقص اين الدين اين عدل عمر اين حزب العدالة اين عدالة. اما هذه الارملة اذا سمحت باجرتك لشهر واحد عاشت بها سنة 
pos; لله يوفقكم على اصلاح البلاد، و لله يسر ليك الأمور و للصادقين ممن معك 
pos; تحياتي لرئيس الحكومة عبد الإله بنكيران 
pos; لله إوفق اسي عبد الإله 
pos; لله ينصرك على المفسدين.. 
pos;  يا ودود يا ودود يا داالعرش المجيد يا مبدئ يا معيد يا فعال لما تريد أسألك بنور وجهك الدي ملأ أركان عرشك و أسألك بقدرتك التي قدرت بها على جميع خلقك و أسألك برحمتك التي وسعت كل شيء لا إله إلا انت ، يا مغيث أغثني . 
pos; للهم وفق و سدد خطى السيد عبد الإله بن كيران  لما تحب و ترضى و اجعله مفتاح للخير مغلاق للشر ، آمر بالمعروف ناهي عن المنكر 
pos; للهم و أحفظه  من شر الأشرار و كيد الفجار و احفظه آناء الليل و أطراف النهار 
pos; للهم و اجعله وصي اليتامى و خازن المساكين . 
pos; للهم و اصلح بطانته و خذ بيده و اعنه على عمل الخيرات.  
pos;  انجازاتكم تشهد عليكم كأفضل حكومة في تاريخ المغرب. 
pos; وفقكم لله  و أيديكم بنصره  
pos; منور ما شاء لله 
pos; الصحراء لا يمكن بتاتا ان تكون الا مغربية، اهلها كرماء و محافظين و جوها جميل جدا و الجمال يطوف بها من كل جانب خصوصا المراة الصحراوية  
pos; تحياتي لك من تمكروت إقليم زاكورة حفظك لله و رعاك 
pos; تبارك لله على الزعيم 
pos; سنصوت لك و ستنجح و لكن هناك أيادي خفية ستتدخل في خسارتك ليك لله أسي بن كيران 
pos; أتمنى ان يفوز السيد بن كيران بالولاية التانية بادن لله لانه احسن نخبة سياسية في تاريخ المغرب 
pos; أكيد المغاربة غادي اتنادم معاهم الحال الى مصوتوش على العدالة و التنمية لانه و بكل صراحة هاذ الحزب أضعف الايمان مكايشفروش 
pos; كلنا معك  في الضراء و السراء 
pos; معك بن كيران و سأصوت عليك وخا ماوفيتيش بجميع وعودك و لكن على الأقل ماكتشفرش فلوس الشعب 
pos; أزيلال فيها رجال يحبون الرجال و انت أخي بنكيران من الرجال نتمنى لك التوفيق و النجاح في تحقيق العدالة الاجتماعية و الاقتصادية و السياسية و لله ينصرك على أعداء الدنيا و الدين 
pos; لله ينصرك على المفسدين، ان شاء لله انتصار كبير 
pos; اتمنى لك التوفيق (عبد اله بن كيران) 
pos; الحزب الوحيد إلي فيه الضوء في المغرب هو العدالة و التنمية 
pos; هو في الحقيقة مغنلقا و بحالك اسي بن كيران. و لهذا سنصوت جميعا للعدالة و التنمية. بالتوفيق ان شاء لله. 
pos; انا اتق في السيد عبد الإله بن كيران رجل من خيرات رجالات الوطن يحارب الفساد بقبضة من حديد للهم اعنه و سدد خطاه كل التقدير و الاحترام لهدا الشخص 
pos; ،اصمدوا ضد الظلم و راه الفرج قريب ان شاء لله  
pos; مقال رائع 
pos; كان افضل حاكم عربي 
pos;صحابات الذوق الرفيع، مرحبا بكم في صفحتي
pos; كل التوفيق لمنير و ان شاء لله قبول نضمامو للمنتخب المغربي 
pos; رائع جدا تحليلك للواقع المغربي و كذلك العربي  
pos; من النادر ان أجد نفسي في حالة وفاق مع كل نص أقرءه و لو على سبيل الديالكتك، لكن وصفت و شرحت الدماغ المغربي بدقة. 
pos; اعيش في اوربا 30 سنة الان,  تركت المغرب بعد البكالورية لادرس و اعيش بعيدا عن البلاد. الحمد لله, خير ما فعلت. 
pos; التسامح و العفو من القيم الإسلامية الرفيعة 
pos; فكل بني آدم خطاء و كما ان الوطن غفور رحيم 
pos; فأهلا بك أخي منير.  
pos; عاش الحدادي و لا عاش من خانه، مرحبا في صف الاحرار.  
pos; ان الوطن غفور رحيم. خليوه اشارك مع ولاد بلادو . الى مادار والو عاد نتحاسبو معاه  
pos; عسئ ان تكرهوا شئ و هو خير لكم الخير في ما اختاره لله  
pos; و تحية الأسود الأطلس و وفقكم لله في مونديال روسيا 2018.  
pos; مرحبا بك في بلد اجدادك ٠عاش الملك محمد السادس  
pos; كما قالها حكيم زياش للصحافة الهولندية انا مغربي و لن ألعب إلا لبلدي المغرب 
pos; شكرا اورونج فالانترنيت تصل الينا حتى البوادي و ان لم اقل الجبال فاورنج انهت عزلتنا شكرا مرة اخرى عيد ميلاد سعيد مع المزيد و الحرص على العمل  
pos; هاتفي هو من نوع سوني بالنسبة للجودة ممتازة 
pos; لله يوفقك يا رب لعب صغير عندو مستقبل زاهر مع اي فريق و مع المنتخب 
pos; حياتي انتي 
pos; قربان عيونك انا 
pos; و لله انتي تستاهلين كلشي ادعيلي 
pos; ذاب الثلج من قلبي عند رؤياك 
pos; نتي الملكه بجد 
pos; ما شاء لله اجمل ما رات عيناي زييين ديال العالم راها 
pos; هلا بيك يا لحبيبه 
pos; انتي حبيبه الكل يا اجوجو 
pos; انتي احلا و حيات لله 
pos; انيقة و جميلة ما شاء لله عليك و عندي ليك طلب ادا ممكن 
pos; لله يبارك ربي يحفضكم لبعض 
pos; أتمنى سنة 2018 سعيدة على كل المغاربة 
pos; مع مثل هؤلاء الشيوخ نحن في طريق التقدم. الحمد لله 
pos; بارك لله فيك شيخنا النهاري لله يكتر من امتالك قلت كلمة 
pos; بتجننى و لله 
pos; تحية لسيد العماري 
pos; و اتمنى لكل مسلم و غير مسلم في المغرب سنة سعيدة مليئة بالافراح و رفاه و نجاح و صحة و رزق الوفير و إستقرار و امن و امان 
pos;  منووورة 😀   😊 
pos; ما شاء لله زوينة لله يحفظك اختي العزيزة نموت فيك 
pos; الكلاخ المبين.. 
pos; اححح على الجمال 
pos; بسم لله ما شاء لله تدوم الابتسامه 
pos; باحثون مغاربة و نعم البحث  
pos; غزالة تبارك لله لله يوفقك 
pos; انا أحبك امرأة 
pos; ما شاء لله على هذا الصوت  
pos; كتحمقني و لله زوينة تبارك لله عليك 
pos; شكرا هيسبرس على هذه الصور التي ذكرتني بالمكان الذي عشت فيه. الحمد لله على الغربة رغم قساوتها. 
pos; كم انت جميلة 
pos; قمر 
pos; 😍 احلا صباح تسلم هذه الطلة الرائعة     
pos; نجوة الجميلة و الرائعة  
pos; الحمد لله على السلامه ان شاء لله كانت رحله موفقه ..و لله اليك وحشه يابو ضحكة الحلوه تعودنا عليك شلون بلوه 
pos; منوره نجوي فاروق لله يوفقك يا رب 
pos; مساء النور استاذة نجوى بالتوفيق و النجاح 
pos; احلا صباح عليكي يا فنانه 
pos; انيقة جدا ما شاء لله 
pos; اى القمر تا و العسليه 
pos; فله شمعه منوره  
pos; على فين يا قمر 
pos; يا ارض احفظي ما عليك 
pos; جمالك و اناقتك نجوى 
pos; أسلوبك هو المبهر 
pos; و من عمق القلب اتمنالك التوفیق الدائم في الحیاة و الفن 
pos; اغنيتي مفضلة هي موجوع ڨلبي عن جد حبيتها و نتمنى لك مزيد ان شاء لله موفقة 
pos; دائما نجمة و متألقة و متميزة و انا شخصيا يعجبني صوتك بزاااف و احس فيه نوع من الحنان  
pos; يعجز اللسان عن وصف مكانتك في قلبي يا أحلى نجوى فالكون 
pos; نور على نور ... هل ما زال قلبك موجوع هاها.. 😁 ؟  
pos; أختي نجوى الغالية ربي يحفظها راك غزالة ما شاء لله 
pos; حلوة يا نجوي 
pos; رائعة جدا انتي ورني داركم فين جات 
pos; و لله ملاك ما شاء لله عليك نجوي 
pos; قمر و لله يا نجوى 
pos; ليس صوتك الوحيد الجميل يا نجوي وجهك ايضا اكثر جمالا 
pos; ربي يحفظك ان شاء لله 
pos; مهبول هدا قالك روسيا اشهد البيض المنقي لله يحفضك من العين 
pos; أختي نجوى الغالية ربي يحفظها راك غزالة ما شاء لله 
pos; بالصحة و الراحة 
pos; منورين ربي يحميكي 
pos; بحبك يا نجمه 
pos; عافك كلي لي غير واش مزوجة الا نجي نخطبك ههه 
pos; ما شاء لله عليكي منوره يا غاليه احلا و اجمل فنانه بالكون 
pos; مو لاقى اليك وصف يا موهرة قلبى 
pos; الصوت الجميل 
pos; يوم بعد يوم احلا 
pos; عسل...  ..احبك... 
pos; روعه 
pos;  انتي جميلة و رائعة و صوتك جميل جدا و انا اتمنى لك دائما النجاح و السعادة في مشواركي الفني 
pos; انرتي نجمتي 
pos; تبارك لله عليك نجوى و عندي طلب ادا ممكن نتكلم معك 
pos; الف مبروك و ربنا يوفقك 
pos; ربي يوفقك و يحفظك 
pos; صاحبة صوت ذهبي ربي يسعد ايامك 
pos; المزيد من التألق زيدي نجاحاتك لازيد فخري بك 😍 😍 احبك نجوى 
pos; نتي اللي كانية و مكاين ماحسن 😉 
pos; ههههه جميل  
pos; ان شاء لله حعمل لكم حفل كبييير ما تزعلو 
pos; ان شاء لله تكوون تجربه مفيده و كويسه جدا  ليكي 
pos; و تكوون ايامك مليئه بالنجاح لانك موهبه ممتاازة و بالتوفيق ان شاء لله ف جميع اعمالك  
pos; لك شو إحساس شو صوت شو دفئ شو بدي احكي مابعررررف ....  
pos; برافو على التواضع. صوتك و احساسك جميل اهم حاجة هي الكلمات المعبرة و اللحن الجميل. 
pos; بالنجاح و التوفيق يا نووووجه انتي صوت ذهبي و أفضل من ناس كتيييير 
pos; و نتمني لك المزيد من النجاح 
